Date,Workout,Result,Prescribed,Pukie,Work performed,Work time,Formatted Result,Notes,Description
2018-02-09,"5 RFT: 300 m, Ring Dips, and Box Jumps",740000,true,false,87265,740000,12 mins 20 secs,"","5 rounds of:
Run, 300 m
10 Ring Dips
10 Box Jumps, 30 in"
2018-02-08,Strict Press 5-5-5-5-3-3,1145.32073425,true,false,5015,,"2525 lbs | 60 lbs, 75 lbs, 90 lbs, 115 lbs, 130 lbs, and 145 lbs","","Sets
5 Strict Press | 60 lbs
5 Strict Press | 75 lbs
5 Strict Press | 90 lbs
5 Strict Press | 115 lbs
3 Strict Press | 130 lbs
3 Strict Press | 145 lbs"
2018-02-08,Back Squat 5-5-5-5-3-3,2181.7792997,true,false,15637,,"4810 lbs | 115 lbs, 145 lbs, 175 lbs, 215 lbs, 245 lbs, and 275 lbs","","Sets
5 Back Squats | 115 lbs
5 Back Squats | 145 lbs
5 Back Squats | 175 lbs
5 Back Squats | 215 lbs
3 Back Squats | 245 lbs
3 Back Squats | 275 lbs"
2018-02-08,Nate,11.0,true,false,66112,1200000,11 rounds | 154 reps,"","20:00 AMRAP:
2 Muscle Ups
4 Handstand Push Ups
8 Kettlebell Swings, 2 pood"
2018-02-06,"""FGB Style"" - Dumbbell Snatches, Sit-ups, Walking Lunges, and Burpees",453,true,false,164859,960000,"453 reps | 120, 115, 108, and 110 reps","","4 rounds, 1 min per station:
Dumbbell Snatch, 50 lbs | 26, 23, 22, and 21
Sit-up | 35, 37, 37, and 35
Walking Lunge | 46, 43, 42, and 41
Burpee | 13, 12, 7, and 13"
2018-02-05,Fran,358000,true,false,44220,358000,5 mins 58 secs,"","21-15-9 reps of:
Thruster, 95 lbs
Pull-up"
2018-02-05,Deadlift 5-5-5-5-3-3,2331.4647818,true,false,14950,,"5140 lbs | 135 lbs, 155 lbs, 185 lbs, 220 lbs, 260 lbs, and 295 lbs","","Sets
5 Deadlifts | 135 lbs
5 Deadlifts | 155 lbs
5 Deadlifts | 185 lbs
5 Deadlifts | 220 lbs
3 Deadlifts | 260 lbs
3 Deadlifts | 295 lbs"
2018-02-02,"Chipper: Power Cleans, Dumbbell Thrusters, Power Cleans, and 10 more",1158000,true,false,100294,1158000,19 mins 18 secs,"","2 Power Cleans, 205 lbs
30 Dumbbell Thrusters, 80 lbs
2 Power Cleans, 205 lbs
20 Handstand Push-ups
2 Power Cleans, 205 lbs
30 Toes-to-bars
2 Power Cleans, 205 lbs
50 Wall Balls, 20 lbs
2 Power Cleans, 205 lbs
40 Box Jumps, 24 in
2 Power Cleans, 205 lbs
Row, 400 m
2 Power Cleans, 205 lbs"
2018-02-01,Bench Press 5-5-5-3-3-6,1578.5014476,true,false,6911,,"3480 lbs | 80 lbs, 100 lbs, 120 lbs, 140 lbs, 160 lbs, and 180 lbs","","Sets
5 Bench Press | 80 lbs
5 Bench Press | 100 lbs
5 Bench Press | 120 lbs
3 Bench Press | 140 lbs
3 Bench Press | 160 lbs
6 Bench Press | 180 lbs"
2018-02-01,CrossFit Games Open 17.1,1065000,true,false,170921,1065000,17 mins 45 secs,"","10 Dumbbell Snatches, 50 lbs
15 Burpee Box Jump Overs, 24 in
20 Dumbbell Snatches, 50 lbs
15 Burpee Box Jump Overs, 24 in
30 Dumbbell Snatches, 50 lbs
15 Burpee Box Jump Overs, 24 in
40 Dumbbell Snatches, 50 lbs
15 Burpee Box Jump Overs, 24 in
50 Dumbbell Snatches, 50 lbs
15 Burpee Box Jump Overs, 24 in"
2018-01-30,"AMRAP 20 mins: Air Squats, Pull-ups, and Bumper Plate Burpees",3.533,true,false,93728,1200000,3 rounds + 60 Air Squats + 15 Pull-ups | 390 reps,35lb plate,"20:00 AMRAP:
60 Air Squats
25 Pull-ups
20 Bumper Plate Burpees"
2018-01-29,Back Squat 5-5-5-3-3-6,2279.30165925,true,false,16147,,"5025 lbs | 115 lbs, 145 lbs, 175 lbs, 200 lbs, 230 lbs, and 260 lbs","","Sets
5 Back Squats | 115 lbs
5 Back Squats | 145 lbs
5 Back Squats | 175 lbs
3 Back Squats | 200 lbs
3 Back Squats | 230 lbs
6 Back Squats | 260 lbs"
2018-01-28,Strict Press 5-5-5-3-3-6,1183.8760857,true,false,5183,,"2610 lbs | 60 lbs, 75 lbs, 90 lbs, 105 lbs, 120 lbs, and 135 lbs","","Sets
5 Strict Press | 60 lbs
5 Strict Press | 75 lbs
5 Strict Press | 90 lbs
3 Strict Press | 105 lbs
3 Strict Press | 120 lbs
6 Strict Press | 135 lbs"
2018-01-26,"Chipper: 400 m, Hang Power Cleans, Toes-to-bars, and 19 more",1200000,true,false,79035,1200000,20 mins,"","Run, 400 m
5 Hang Power Cleans, 135 lbs
10 Toes-to-bars
5 Hang Power Cleans, 135 lbs
10 Toes-to-bars
5 Hang Power Cleans, 135 lbs
10 Toes-to-bars
Rest, 4 mins
Run, 400 m
5 Thrusters, 115 lbs
10 Lateral Burpee Over Barbells
5 Thrusters, 115 lbs
10 Lateral Burpee Over Barbells
1 Thruster, 115 lbs
Rest, 4 mins
Run, 400 m
5 Power Snatches, 95 lbs
10 Medicine Ball Sit-ups, 20 lbs
5 Power Snatches, 95 lbs
10 Medicine Ball Sit-ups, 20 lbs
5 Power Snatches, 95 lbs
2 Medicine Ball Sit-ups, 20 lbs"
2018-01-26,Deadlift 5-5-5,1848.38890775,true,false,11068,,"4075 lbs | 235 lbs, 270 lbs, and 310 lbs","","Sets
5 Deadlifts | 235 lbs
5 Deadlifts | 270 lbs
5 Deadlifts | 310 lbs"
2018-01-26,Deadlift 5-5-5,1848.38890775,true,false,11068,,"4075 lbs | 235 lbs, 270 lbs, and 310 lbs","","Sets
5 Deadlifts | 235 lbs
5 Deadlifts | 270 lbs
5 Deadlifts | 310 lbs"
2018-01-25,18.Zero,349000,true,false,0,349000,5 mins 49 secs,"","21-15-9 reps of:
One Arm Alternating Dumbbell Snatch, 50 lbs
Burpee Over Dumbbell"
2018-01-25,Bench Press 5-5-5-5-5-5,1542.214058,true,false,6752,,"3400 lbs | 70 lbs, 90 lbs, 110 lbs, 120 lbs, 135 lbs, and 155 lbs","","Sets
5 Bench Press | 70 lbs
5 Bench Press | 90 lbs
5 Bench Press | 110 lbs
5 Bench Press | 120 lbs
5 Bench Press | 135 lbs
5 Bench Press | 155 lbs"
2018-01-23,"AMRAP 15 mins: 200 m, Strict Pull-ups, and Front Squats",5.333,true,false,66052,900000,5 rounds + 200 m,"","15:00 AMRAP:
Run, 200 m
8 Strict Pull-ups
6 Front Squats, 155 lbs"
2018-01-22,CrossFit Games Open 11.1 / 14.1,4.5,true,false,52965,600000,4 rounds + 30 Double Unders | 210 reps,"","10:00 AMRAP:
30 Double Unders
15 Power Snatches, 75 lbs"
2018-01-22,Back Squat 5-5-5-5-5-5,2392.69975175,true,false,17340,,"5275 lbs | 110 lbs, 140 lbs, 170 lbs, 185 lbs, 210 lbs, and 240 lbs","","Sets
5 Back Squats | 110 lbs
5 Back Squats | 140 lbs
5 Back Squats | 170 lbs
5 Back Squats | 185 lbs
5 Back Squats | 210 lbs
5 Back Squats | 240 lbs"
2018-01-21,Strict Press 5-5-5-5-5-6-12,1832.5131748,true,false,8023,,"4040 lbs | 60 lbs, 75 lbs, 90 lbs, 95 lbs, 110 lbs, 125 lbs, and 95 lbs","","Sets
5 Strict Press | 60 lbs
5 Strict Press | 75 lbs
5 Strict Press | 90 lbs
5 Strict Press | 95 lbs
5 Strict Press | 110 lbs
6 Strict Press | 125 lbs
12 Strict Press | 95 lbs"
2018-01-19,"3 RFT: 800 m, Front Squats, and Toes-to-bars",1142000,true,false,89507,1142000,19 mins 2 secs,"","3 rounds of:
Run, 800 m
7 Front Squats, 185 lbs
20 Toes-to-bars"
2018-01-15,Row 500 m TT,94000,true,false,29215,94000,1 min 34 secs,"","Intervals
Row, 500 m | 1:34"
2018-01-15,Row 1000 m TT,211000,true,false,46387,211000,3 mins 31 secs,"","Intervals
Row, 1000 m | 3:31"
2018-01-15,Back Squat : 1 Rep Max,142.88159655,true,false,831,,315 lbs | 315 lbs,"","Sets
1 Back Squat | 315 lbs"
2018-01-11,"FT: 800 m, Wall Balls, 600 m, and 5 more",898000,true,false,88636,898000,14 mins 58 secs,"","Run, 800 m
30 Wall Balls, 20 lbs
Run, 600 m
10 Shoulder-to-overheads, 135 lbs
Run, 400 m
30 Wall Balls, 20 lbs
Run, 200 m
10 Shoulder-to-overheads, 135 lbs"
2018-01-09,"AMRAP 15 mins: 200 m, Hang Power Cleans, and Lateral Burpee Over Barbells",4.125,true,false,67804,900000,4 rounds + 75 m,Uhh burpees sucked. Coming back from sickness,"15:00 AMRAP:
Run, 200 m
4 Hang Power Cleans, 185 lbs
12 Lateral Burpee Over Barbells"
2018-01-05,"AMRAP 12 mins: Squat Snatches, Clean & Jerks, and Double Unders",9.833,true,false,74844,720000,9 rounds + Squat Snatch + 3 Clean & Jerks + 15 Double Unders | 325 reps,"","12:00 AMRAP:
1 Squat Snatch, 135 lbs
3 Clean & Jerks, 135 lbs
30 Double Unders"
2018-01-04,"Chipper: Pull-ups, Push-ups, Sit-ups, and 6 more",761000,true,false,97702,761000,12 mins 41 secs,"","20 Pull-ups
30 Push-ups
40 Sit-ups
50 Air Squats
15 Clean & Jerks, 135 lbs
20 Pull-ups
30 Push-ups
40 Sit-ups
50 Air Squats"
2018-01-02,Row 500 m TT,89000,true,false,32590,89000,1 min 29 secs,,"Intervals
Row, 500 m | 1:29"
2018-01-02,"Tempo Ring Rows : 5x8, rest 2 mins",0,true,false,0,,Completed,3 sec eccentric,"Sets : rest 2 mins
8 Tempo Ring Rows
8 Tempo Ring Rows
8 Tempo Ring Rows
8 Tempo Ring Rows
8 Tempo Ring Rows"
2018-01-02,Bench Press 5-5-5-5-5-1-1-1,2140.9559864,true,false,9374,,"4720 lbs | 165 lbs, 165 lbs, 165 lbs, 165 lbs, 165 lbs, 185 lbs, 205 lbs, and 205 lbs","","Sets
5 Bench Press | 165 lbs
5 Bench Press | 165 lbs
5 Bench Press | 165 lbs
5 Bench Press | 165 lbs
5 Bench Press | 165 lbs
1 Bench Press | 185 lbs
1 Bench Press | 205 lbs
1 Bench Press | 205 lbs"
2018-01-01,Push-ups : 1x100,37933,false,false,37933,,Completed,,"Sets
100 Push-ups"
2017-12-31,Push-ups : 1x100,37933,true,false,37933,,Completed,,"Sets
100 Push-ups"
2017-12-30,Push-ups : 1x100,37933,true,false,37933,,Completed,"","Sets
100 Push-ups"
2017-12-29,"Chipper: Wall Balls, Weighted Sit-ups, Box Jumps, and 3 more",1217000,true,false,58032,1217000,20 mins 17 secs,performed double reps with partner derek,"50 Wall Balls, 25 lbs
45 Weighted Sit-ups, 35 lbs
40 Box Jumps, 28 in
35 Kettlebell Push Press, 100 lbs
30 Row Calories
25 Burpee Jump Over (Partner In Plank)s"
2017-12-23,"Chipper: Clean & Jerks, Handstand Push-ups, Clean & Jerks, and 75 more",1704000,false,false,133801,1704000,28 mins 24 secs,"pistols to 20"" box","1 Clean & Jerk, 135 lbs
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
8 Medicine Ball Sit-ups, 20 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
9 Box Jumps, 24 in
8 Medicine Ball Sit-ups, 20 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
10 Kettlebell Swings, 53 lbs
9 Box Jumps, 24 in
8 Medicine Ball Sit-ups, 20 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
11 Push-ups
10 Kettlebell Swings, 53 lbs
9 Box Jumps, 24 in
8 Medicine Ball Sit-ups, 20 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs
12 Front Squats, 135 lbs
11 Push-ups
10 Kettlebell Swings, 53 lbs
9 Box Jumps, 24 in
8 Medicine Ball Sit-ups, 20 lbs
7 Burpees
6 Pull-ups
5 Wall Balls, 20 lbs
4 Toes-to-bars
6 Pistols
2 Handstand Push-ups
1 Clean & Jerk, 135 lbs"
2017-12-19,"5 RFT: 400 m, Box Jumps, and Burpees",1017000,true,false,120475,1017000,16 mins 57 secs,"","5 rounds of:
Run, 400 m
15 Box Jumps, 24 in
10 Burpees"
2017-12-15,"AMRAP 12 mins: Sumo Deadlift High-pulls, Push Press, and Toes To Kettlebells",5.611,true,false,53616,720000,5 rounds + 12 Sumo Deadlift High-pulls + 10 Push Press | 202 reps,"","12:00 AMRAP:
12 Sumo Deadlift High-pulls, 95 lbs
12 Push Press, 95 lbs
12 Toes To Kettlebells"
2017-12-12,"FT: Kettlebell Hang Power Snatches, Wall Balls, and Burpees",654000,true,false,35461,654000,10 mins 54 secs,completed in sets.  10-9-8-7-6-5-4-3-2-1,"55 Kettlebell Hang Power Snatches
Wall Ball, 20 lbs
55 Burpees"
2017-12-11,"AMRAP 15 mins: Box Jump Overs, Ring Dips and Power Cleans",4.815,true,false,88006,900000,4 rounds + 15 Box Jump Overs + 12 Ring Dips + 4 Power Cleans | 175 reps,"","15:00 AMRAP:
15 Box Jump Overs, 24 in
12 Ring Dips
9 Power Cleans, 155 lbs"
2017-12-07,Nate,12.667,false,false,65988,1200000,12 rounds + 2 Muscle Ups + 4 Handstand Push Ups | 174 reps,,"20:00 AMRAP:
2 Muscle Ups
4 Handstand Push Ups
8 Kettlebell Swings, 1.5 pood"
2017-12-05,"AMRAP 8 mins: Front Squats, Deadlifts, and Toes-to-bars",5.417,true,false,32541,480000,5 rounds + 4 Front Squats + 2 Deadlifts | 126 reps,"","8:00 AMRAP:
4 Front Squats, 115 lbs
8 Deadlifts, 115 lbs
12 Toes-to-bars"
2017-12-04,AMRAP 15 mins: Double Unders and Power Snatches,5.08,true,false,81814,900000,5 rounds + 8 Double Unders | 333 reps,"","15:00 AMRAP:
50 Double Unders
15 Power Snatches, 95 lbs"
2017-11-22,"4 RFT: Double Unders, Ring Rows, and Burpee Box Jump Overs",837000,true,false,66890,837000,13 mins 57 secs,"","4 rounds of:
75 Double Unders
15 Ring Rows
10 Burpee Box Jump Overs, 20 in"
2017-11-20,AMRAP 12 mins: Shuttle Runs and Shoulder-to-overheads,5.5,true,false,41390,720000,5 rounds + Shuttle Run | 56 reps,"don't know exact rounds
shuttle runs down and back
10,15,20,25,30","12:00 AMRAP:
1 Shuttle Run, 200 m
10 Shoulder-to-overheads, 115 lbs"
2017-10-29,"AMRAP 22 mins: Ring Push-ups, Goblet Squats, Medicine Ball Sit-ups, and Rows",2.0,true,false,79749,1320000,2 rounds,partner wod with eric,"22:00 AMRAP:
30 Ring Push-ups
40 Goblet Squats, 35 lbs
40 Medicine Ball Sit-ups, 16 lbs
Row, 400 m"
2017-10-24,Cindy,16.067,true,false,150809,1200000,16 rounds + Pull-up | 481 reps,,"20:00 AMRAP:
5 Pull-ups
10 Push-ups
15 Air Squats"
2017-10-19,Cindy,14.567,false,false,136045,1200000,14 rounds + 5 Pull-ups + 7 Push-ups | 432 reps,"box squat to 20""","20:00 AMRAP:
5 Pull-ups
10 Push-ups
15 Air Squats"
2017-10-17,AMRAP 10 mins: Hang Power Cleans and Ring Dips,5.875,true,false,49101,600000,5 rounds + 8 Hang Power Cleans + 9 Ring Dips | 117 reps,2 mins after prev amrap,"10:00 AMRAP:
8 Hang Power Cleans, 115 lbs
12 Ring Dips"
2017-10-15,AMRAP 10 mins: Kettlebell Swings and Burpee To Plates,8.417,true,false,37861,600000,8 rounds + 10 Kettlebell Swings | 154 reps,"","10:00 AMRAP:
12 Kettlebell Swings, 53 lbs
6 Burpee To Plates"
2017-10-14,2017 CrossFit Team Series Event 4,638000,true,false,72248,638000,10 mins 38 secs,w/ Mollie. 40-30-30 cal,"100 Row Calories
100 Toes-to-bars"
2017-10-12,Nate,11.0,true,false,65123,1200000,11 rounds | 154 reps,,"20:00 AMRAP:
2 Muscle Ups
4 Handstand Push Ups
8 Kettlebell Swings, 2 pood"
2017-10-07,"AMRAP 17 mins: Farmer Carries, Hollow Rocks, Push Press, and Lateral Burpee Over Barbells",2.5,true,false,36827,1020000,2 rounds + 6 Farmer Carries + 30 Hollow Rocks | 208 reps,"","17:00 AMRAP:
6 Farmer Carries, 106 lbs, 50 ft
30 Hollow Rocks
30 Push Press, 95 lbs
20 Lateral Burpee Over Barbells"
2017-10-06,Nicole,97,true,false,117585,1200000,"97 reps | 22, 16, 18, 15, 13, 10, and 3","Kinda cheated, ella cried and stopped from 8-16 min.  Went to 28min
Ran out of time on pullups last round","20:00 AMRAP:
Run, 400 m
max rep Pull-ups"
2017-10-05,Strict Press 3-3-3-3-3-1-1,843.6818082,true,false,3694,,"1860 lbs | 65 lbs, 85 lbs, 105 lbs, 125 lbs, 135 lbs, 155 lbs, and 160 lbs","","Sets
3 Strict Press | 65 lbs
3 Strict Press | 85 lbs
3 Strict Press | 105 lbs
3 Strict Press | 125 lbs
3 Strict Press | 135 lbs
1 Strict Press | 155 lbs
1 Strict Press | 160 lbs"
2017-10-03,Row 2000 m TT,425000,true,false,91468,425000,7 mins 5 secs,,"Intervals
Row, 2000 m | 7:05"
2017-09-22,9-15-21: Handstand Push-ups and Burpee Over Bars,446000,true,false,38996,446000,7 mins 26 secs,"","9-15-21 reps of:
Handstand Push-up
Burpee Over Bar"
2017-09-21,AMRAP 12 mins: 200 m and Ring Muscle Ups,5.875,true,false,35965,720000,5 rounds + 200 m + 3 Ring Muscle Ups,"","12:00 AMRAP:
Run, 200 m
4 Ring Muscle Ups"
2017-09-04,"5 RFT: Deadlifts, Kettlebell Snatches, Weighted AbMat Sit-ups, and Ring Dips",1005000,true,false,59504,1005000,16 mins 45 secs,rings in back yard. Muscle up to dips. broke rd 5 in 8/2 reps,"5 rounds of:
5 Deadlifts, 225 lbs
10 Kettlebell Snatches, 53 lbs
20 Weighted AbMat Sit-ups, 25 lbs
10 Ring Dips"
2017-08-31,Nate,10.333,true,false,61457,1200000,10 rounds + 2 Muscle Ups | 142 reps,,"20:00 AMRAP:
2 Muscle Ups
4 Handstand Push Ups
8 Kettlebell Swings, 2 pood"
2017-08-31,"FT: Power Cleans, Double Unders, Power Cleans, and 4 more",320000,true,false,38547,320000,5 mins 20 secs,"","8 Power Cleans, 205 lbs
50 Double Unders
6 Power Cleans, 205 lbs
50 Double Unders
4 Power Cleans, 205 lbs
50 Double Unders
2 Power Cleans, 205 lbs"
2017-08-29,"FT: Butterfly Pull Ups, Strict Press, Rows, and 2 more",1055000,true,false,8441,1055000,17 mins 35 secs,"","25 Butterfly Pull Ups
25 Strict Press, 85 lbs
Row, 6 mins
25 Butterfly Pull Ups
25 Strict Press, 85 lbs"
2017-08-25,"Chipper: Kettlebell Hang Power Snatches, Ring Push-ups, Box Jumps, and 3 more",1033000,true,false,63043,1033000,17 mins 13 secs,"","50 Kettlebell Hang Power Snatches, 53 lbs
40 Ring Push-ups
50 Box Jumps, 30 in
45 Burpee To 6"" Targets
50 Wall Balls, 20 lbs
40 Knees To Elbows"
2017-08-24,"FT: 600 m, Double Unders, Squat Snatches, and 6 more",1131000,true,false,83755,1131000,18 mins 51 secs,missed maybe 4 @ 165,"Run, 600 m
50 Double Unders
15 Squat Snatches, 115 lbs
Run, 400 m
50 Double Unders
10 Squat Snatches, 135 lbs
Run, 200 m
50 Double Unders
5 Squat Snatches, 165 lbs"
2017-08-23,Diane,421000,true,false,38904,421000,7 mins 1 sec,ab mat hspu,"21-15-9 reps of:
Deadlift, 225 lbs
Handstand Push Up"
2017-08-22,"AMRAP 15 mins: Ring Dips, Kettlebell Swings, and Sit-ups",7.333,true,false,124432,900000,7 rounds + 10 Ring Dips | 430 reps,6 or 7 rds completed. cant remember,"15:00 AMRAP:
10 Ring Dips
20 Kettlebell Swings, 53 lbs
30 Sit-ups"
2017-08-19,Front Squat 6-6,1251.9149412,true,false,8183,,2760 lbs | 215 lbs and 245 lbs,from floor. g3 comp,"Sets
6 Front Squats | 215 lbs
6 Front Squats | 245 lbs"
2017-08-19,"FT: Power Snatches, Overhead Squats, and Pull-ups",80000,true,false,18341,80000,1 min 20 secs,first rd. g3 comp,"6 Power Snatches, 95 lbs
12 Overhead Squats, 95 lbs
24 Pull-ups"
2017-08-19,Shuttle Run 350 m TT,90000,true,false,10931,90000,1 min 30 secs,5 10 15 20 25 30 35 40 meters in g3 comp,"Intervals
Shuttle Run, 350 m | 1:30"
2017-08-17,Row (calories)s : 30 Reps for Time,65000,true,false,19531,65000,1 min 5 secs,,30 Row (calories)s
2017-08-17,Double Unders : 100 Reps for Time,53000,true,false,9750,53000,53 secs,,100 Double Unders
2017-08-16,"Chipper: Deadlifts, Squat Cleans, Shoulder-to-Overheads, and 2 more",615000,true,false,41916,615000,10 mins 15 secs,g3 partner workout with todd,"30 Deadlifts, 185 lbs
20 Squat Cleans, 115 lbs
20 Shoulder-to-Overheads, 115 lbs
30 Toes-to-bars
Hang   Hold, 2 mins"
2017-08-15,"AMRAP 12 mins: Clean & Jerks, Wall Balls, and Double Unders",3.167,true,false,73130,720000,3 rounds + 4 Clean & Jerks | 208 reps,"","12:00 AMRAP:
8 Clean & Jerks, 155 lbs
20 Wall Balls, 20 lbs
40 Double Unders"
2017-08-15,"FT: Power Snatches, Overhead Squats, and Pull-ups",110000,true,false,18341,110000,1 min 50 secs,,"6 Power Snatches, 95 lbs
12 Overhead Squats, 95 lbs
24 Pull-ups"
2017-08-15,"FT: Power Snatches, Overhead Squats, and Pull-ups",90000,true,false,18341,90000,1 min 30 secs,"","6 Power Snatches, 95 lbs
12 Overhead Squats, 95 lbs
24 Pull-ups"
2017-08-14,Shuttle Run 350 m TT,87000,true,false,11698,87000,1 min 27 secs,5 10 15 20 25 30 35 40 meters,"Intervals
Shuttle Run, 350 m | 1:27"
2017-08-14,Randy,323000,true,false,48614,323000,5 mins 23 secs,,"75 Power Snatches, 75 lbs"
2017-08-13,Front Squat 6-6-6-6,2041.165665,true,false,14511,,"4500 lbs | 135 lbs, 185 lbs, 205 lbs, and 225 lbs","","Sets
6 Front Squats | 135 lbs
6 Front Squats | 185 lbs
6 Front Squats | 205 lbs
6 Front Squats | 225 lbs"
2017-08-11,"AMRAP 10 mins: Pistols (Alternating Legs)s, Knees To Elbows, and Burpee To 6"" Targets",6.556,true,false,27121,600000,6 rounds + 10 Pistols (Alternating Legs)s + 10 Knees To Elbows | 230 reps,"","10:00 AMRAP:
10 Pistols (Alternating Legs)s
15 Knees To Elbows
10 Burpee To 6"" Targets"
2017-08-10,"FT: Row Calories, Wall Balls, Double Unders, and 6 more",1328000,true,false,172493,1328000,22 mins 8 secs,"9:35-17:30-
22:08","60 Row Calories
80 Wall Balls, 20 lbs
100 Double Unders
40 Row Calories
60 Wall Balls, 20 lbs
80 Double Unders
20 Row Calories
40 Wall Balls, 20 lbs
60 Double Unders"
2017-08-09,"AMRAP 16 mins: Double Unders, Handstand Walks, and Sumo Deadlifts",3.857,true,false,38183,960000,3 rounds + 50 Double Unders + 25 ft + 4 Sumo Deadlifts,"","16:00 AMRAP:
50 Double Unders
Handstand Walk, 25 ft
7 Sumo Deadlifts, 275 lbs"
2017-08-08,Bar Muscle Ups : Max Set,10,true,false,7676,,10 reps,"","Sets
Bar Muscle-up | 10 reps"
2017-08-08,Max Rep Bar Muscle Ups : Max Set,10,true,false,0,,10 reps,"","Sets
Max Rep Bar Muscle Up | 10 reps"
2017-08-08,"4 RFT: 400 m, Bar Muscle-ups, and Box Jumps",990000,true,false,102057,990000,16 mins 30 secs,"","4 rounds of:
Run, 400 m
10 Bar Muscle-ups
15 Box Jumps, 24 in"
2017-08-07,Barbell Turkish Get Up 6-4-2,353.8020486,true,false,0,,"780 lbs | 65 lbs, 65 lbs, and 65 lbs",3 left 3 right. 2 left 2 right. 1 left 1 right. ,"Sets
6 Barbell Turkish Get Ups | 65 lbs
4 Barbell Turkish Get Ups | 65 lbs
2 Barbell Turkish Get Ups | 65 lbs"
2017-08-07,"FT: Dumbbell Squat Cleans, Dumbbell Push Ups, Dumbbell Squat Cleans, and 5 more",514000,true,false,68135,514000,8 mins 34 secs,35# db's,"21 Dumbbell Squat Cleans, 70 lbs
21 Dumbbell Push Ups
18 Dumbbell Squat Cleans, 70 lbs
18 Dumbbell Push Ups
15 Dumbbell Squat Cleans, 70 lbs
15 Dumbbell Push Ups
12 Dumbbell Squat Cleans, 70 lbs
12 Dumbbell Push Ups"
2017-08-05,"Chipper: Buddy Carries, Wall Balls, Buddy Carries, and 10 more",1200000,true,false,60770,1200000,20 mins,"","1 Buddy Carry, 180 lbs, 75 m
28 Wall Balls
1 Buddy Carry, 180 lbs, 75 m
20 Dumbbell Snatches, 55 lbs
1 Buddy Carry, 180 lbs, 75 m
15 Burpee Over Bars
1 Buddy Carry, 180 lbs, 75 m
28 Wall Balls
1 Buddy Carry, 180 lbs, 75 m
20 Dumbbell Snatches, 55 lbs
1 Buddy Carry, 180 lbs, 75 m
15 Burpee Over Bars
1 Buddy Carry, 180 lbs, 75 m"
2017-08-04,"5 RFT: 200 m, Kettlebell Swings, and Shoulder-to-Overheads",802000,true,false,75853,802000,13 mins 22 secs,"","5 rounds of:
Run, 200 m
15 Kettlebell Swings, 70 lbs
10 Shoulder-to-Overheads, 135 lbs"
2017-08-03,"3 RFT: Rope Climbs, Burpee To 6"" Targets, and Dumbbell Snatches",547000,true,false,64254,547000,9 mins 7 secs,"","3 rounds of:
3 Rope Climbs, 15 ft
15 Burpee To 6"" Targets
20 Dumbbell Snatches, 50 lbs"
2017-08-03,"FT: Double Unders, Clean & Jerks, Double Unders, and 6 more",827000,true,false,80419,827000,13 mins 47 secs,"","60 Double Unders
15 Clean & Jerks, 135 lbs
60 Double Unders
15 Clean & Jerks, 135 lbs
Rest, 2 mins
40 Double Unders
10 Clean & Jerks, 135 lbs
40 Double Unders
10 Clean & Jerks, 135 lbs"
2017-08-02,"FT: Thrusters, Toes-to-bars, Thrusters, and 12 more",720000,true,false,55336,720000,12 mins,12min amrap,"2 Thrusters, 115 lbs
2 Toes-to-bars
4 Thrusters, 115 lbs
4 Toes-to-bars
6 Thrusters, 115 lbs
6 Toes-to-bars
8 Thrusters, 115 lbs
8 Toes-to-bars
10 Thrusters, 115 lbs
10 Toes-to-bars
12 Thrusters, 115 lbs
12 Toes-to-bars
14 Thrusters, 115 lbs
14 Toes-to-bars
16 Thrusters, 115 lbs"
2017-08-02,"""Tabata"" - Airdyne (Calories)s : 5 x 30 secs / 1 min",90,true,false,0,450000,90 reps | 90,"","Tabata Airdyne Calories | 20,20,12,18,20"
2017-08-01,"3 RFT: 800 m, Burpee To Plates, and Box Jumps",1133000,true,false,108492,1133000,18 mins 53 secs,"","3 rounds of:
Run, 800 m
15 Burpee To Plates
25 Box Jumps, 30 in"
